<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;D;20/05/08;00:00:00;360.5000000
GAZP;D;21/05/08;00:00:00;365.0600000
GAZP;D;22/05/08;00:00:00;356.9500000
GAZP;D;23/05/08;00:00:00;363.5700000
GAZP;D;26/05/08;00:00:00;360.5000000
GAZP;D;27/05/08;00:00:00;353.9700000
GAZP;D;28/05/08;00:00:00;355.3700000
GAZP;D;29/05/08;00:00:00;361.0000000
GAZP;D;30/05/08;00:00:00;360.0900000
GAZP;D;02/06/08;00:00:00;356.0000000
GAZP;D;03/06/08;00:00:00;354.1200000
GAZP;D;04/06/08;00:00:00;342.5000000
GAZP;D;05/06/08;00:00:00;340.7700000
GAZP;D;06/06/08;00:00:00;345.3000000
GAZP;D;07/06/08;00:00:00;336.1400000
GAZP;D;09/06/08;00:00:00;339.1000000
GAZP;D;10/06/08;00:00:00;334.7000000
GAZP;D;11/06/08;00:00:00;343.0000000
GAZP;D;16/06/08;00:00:00;346.0000000
GAZP;D;17/06/08;00:00:00;351.1000000
GAZP;D;18/06/08;00:00:00;351.3000000
GAZP;D;19/06/08;00:00:00;350.6500000
GAZP;D;20/06/08;00:00:00;346.5100000
GAZP;D;23/06/08;00:00:00;344.0700000
GAZP;D;24/06/08;00:00:00;338.2000000
GAZP;D;25/06/08;00:00:00;340.5500000
GAZP;D;26/06/08;00:00:00;336.9000000
GAZP;D;27/06/08;00:00:00;340.9800000
GAZP;D;30/06/08;00:00:00;341.0000000
GAZP;D;01/07/08;00:00:00;327.0100000
GAZP;D;02/07/08;00:00:00;323.8100000
GAZP;D;03/07/08;00:00:00;322.1500000
GAZP;D;04/07/08;00:00:00;318.7000000
GAZP;D;07/07/08;00:00:00;318.7000000
GAZP;D;08/07/08;00:00:00;316.0900000
GAZP;D;09/07/08;00:00:00;312.4000000
GAZP;D;10/07/08;00:00:00;311.7400000
GAZP;D;11/07/08;00:00:00;305.1000000
GAZP;D;14/07/08;00:00:00;313.6900000
GAZP;D;15/07/08;00:00:00;305.0000000
GAZP;D;16/07/08;00:00:00;306.0200000
GAZP;D;17/07/08;00:00:00;311.6500000
